timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-22T11:01:19,tracker_clswgan,5ea7c42c-0b7c-4128-80c0-df685667c4f2,2077.580231666565,0.00011940045942412208,5.7470925841618665e-08,42.5,36.489,4.754399299621582,0.024526916514833772,0.022957977490033976,0.002742063332623417,0.0502269573374912,Canada,CAN,quebec,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.12,2.2.4,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-71.2,46.8,12.678398132324219,machine,N,1.0
