timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-15T15:40:54,tracker_clswgan,90a8d396-7565-434d-8a92-a3bcd501520e,47.148869037628174,0.0001347920035574309,2.8588597416802774e-06,42.5,0.0,3.0,0.0005566177765528362,0,3.9290212790171305e-05,0.0005959079893430075,Italy,ITA,,,,macOS-13.4-arm64-arm-64bit,3.11.1,2.2.3,8,Apple M2,,,12.1097,43.1479,8.0,machine,N,1.0
