timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-22T12:04:23,free,f986cb73-4394-40c3-99ce-f30245c20f14,3778.184869289398,0.048391305071179,1.2808082914238247e-05,42.5,36.193,4.754399299621582,0.04460343242767785,0.04945179703833668,0.00498672575893509,0.09904195522494955,Singapore,SGP,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.12,2.2.4,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8547,1.2929,12.678398132324219,machine,N,1.0
