timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-06-22T14:30:02,tfvaegan,99c70bb1-07e6-41a4-a638-c2d2b299252c,5157.477628707886,0.020909958618368932,4.054299431562934e-06,42.5,32.397000000000006,4.754399299621582,0.06088672477718855,0.08300903257583124,0.00680683864352122,0.15070259599654098,United States,USA,oregon,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.12,2.2.4,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,-121.1871,45.5999,12.678398132324219,machine,N,1.0
